"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15507047","15902403","16292384","16725367","17522550","17549519","17857674","18141997","18414795","19567954","20044646","20381472","20753253","21603078","22456962","23292690","24087577","25205776","25686127","26585414","27411900","27825942","28583736","29411205","29972664","29541107","29893554","29628638","29275345","29776956","29077030",
"Euro area","EMU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139667993","141506830","141031682","141162781","141974328","142200987","143188925","144179300","145374574","146895298","148030865","148413687","150461750","152610607","154056667","155919608","157382572","158962129","160470069","160882569","161206488","160775308","161795861","162224951","162524847","162931524","163874582","164509205","165292410","165994006","163501919",
"Eritrea","ERI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1003639","993661","975583","952836","929122","910587","911835","917489","929803","950322","980454","1036398","1101415","1172275","1242801","1308805","1355746","1396560","1433229","1462275","1487331","1500953","1511425","1521071","1522611","1532016","1551735","1571981","1589288","1612622","1545746",
"Spain","ESP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15597754","15745935","15890857","16121462","16432939","16549924","16829562","17156871","17432865","17758806","18277071","18211898","19062141","19838783","20512253","21285000","21903811","22460014","23072041","23335479","23534138","23571937","23582846","23385043","23181794","23116193","23102719","23046662","23065836","23227683","22694625",
"Estonia","EST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","772211","764865","752033","733781","718361","704343","693943","695432","680740","673757","679299","669081","654709","677787","678243","673799","693457","692000","697853","690538","683977","687756","684569","680794","675991","686206","695233","703706","705794","703864","696303",
"Ethiopia","ETH","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20024656","20707769","21446151","22192184","22972495","23903943","24768100","25648376","26548815","27490388","28473849","29396181","30377526","31405538","32463723","33556132","34549771","35597468","36712011","37911092","39198185","40615915","42103421","43655859","45168514","46716419","48237030","49794802","51400821","53021350","52799403",
"European Union","EUU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192634749","194645745","194201373","194037617","194509092","194485975","194858815","195581270","196617339","198150612","199221774","199489849","200152835","201934527","203399181","205366122","206994781","208541073","210177719","210704336","211315736","210705042","211995121","212558048","213228661","213612401","214556973","215672904","216427263","217163270","214243540",
"Fragile and conflict affected situations","FCS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140079889","144101500","148251107","152738671","157295261","161951817","166039458","170203562","174410371","178804621","183434379","187848202","192319496","197107101","202037962","207039155","211511472","215930146","220396209","224692428","229355821","234584652","237418833","240983892","246295655","251979833","256752721","263025333","270636049","277458055","274861281",
"Finland","FIN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2623064","2581373","2536887","2514816","2494328","2474910","2457362","2503945","2522404","2566138","2586118","2608246","2623353","2620803","2611527","2627895","2661292","2690708","2718910","2689527","2679149","2692288","2698827","2684111","2687528","2695567","2688740","2709253","2742645","2748960","2764684",
"Fiji","FJI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","269147","273776","277473","282599","287576","293158","296255","298218","300066","301424","302281","307487","311836","315831","320178","325147","333806","343778","354507","365216","375132","382756","376486","369240","361562","358244","356403","357467","359386","362135","357050",
"France","FRA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25839715","25829240","26039658","26166397","26247426","26390636","26716065","26687545","26855267","27157795","27360311","27428363","27764307","28324480","28503485","28785771","28940312","29187472","29400559","29646368","29744936","29747005","29982659","30128151","30070800","30155958","30220666","30263286","30376991","30298621","29949466",
"Faroe Islands","FRO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258562","264272","271422","278252","285471","292985","300996","309334","318422","329831","340607","350920","362422","374361","387790","402151","419295","436500","457286","479448","502498","525363","551214","578952","607823","636634","659783","681868","702664","721992","726999",
"United Kingdom","GBR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29049408","28920028","28749323","28512326","28453491","28419272","28519475","28693192","28764274","29051272","29296964","29262079","29590990","29872351","30149292","30597413","31044498","31253080","31667267","31852655","32039432","32227412","32582929","32899155","33196455","33483034","33799601","34011298","34331422","34639275","34708550",
"Georgia","GEO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2429048","2481355","2541253","2610166","2629057","2530398","2389807","2271508","2204157","2149660","2048942","2105452","2033008","2075506","2036509","2026193","2030337","2034084","2040530","2032801","2060426","2070937","2080962","2053726","2072575","2090770","2060003","2002172","1922142","1892372","1890552",
"Ghana","GHA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6171569","6369546","6578156","6792943","7011095","7228377","7436873","7644514","7852908","8067593","8292045","8466935","8656008","8855222","9063221","9278694","9502690","9760131","10023231","10287370","10550766","10786971","11020768","11250603","11480136","11708360","12007122","12304197","12611143","12919339","12934123",
"Gibraltar","GIB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2240269","2296333","2352500","2408599","2466273","2525978","2583575","2643024","2704508","2765515","2825615","2874696","2920891","2970435","3022516","3078721","3147477","3217620","3293949","3376457","3456145","3538285","3623090","3713571","3810625","3915430","4029342","4153775","4290415","4433672","4456584",
"Gambia, The","GMB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309272","319413","328916","338113","347351","356977","365484","374621","384577","395324","407092","420398","434640","449881","466112","483278","499963","517634","536279","555906","576715","596908","618331","639157","661579","683895","706595","729641","753288","777594","774759",
"Guinea-Bissau","GNB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","383213","391236","399880","408841","418186","427850","435368","443636","454384","464036","474096","485668","498244","511638","525597","540214","554755","569999","586087","602957","620594","637995","657183","676792","697015","717280","737382","757877","779107","800830","792670",
"Equatorial Guinea","GNQ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143312","148060","152955","158245","164118","170660","177063","184487","192957","202408","212734","222272","233065","245244","258737","273508","287291","302777","319982","338711","358577","375146","393137","412680","433716","455685","471728","489282","508610","529669","539296",
"Greece","GRC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4204148","4171687","4290426","4329563","4437374","4529780","4627739","4653961","4787045","4862505","4897352","4840121","4895009","4944448","5035461","5033989","5049127","5027123","5014236","5045727","5044713","4984694","4944292","4894411","4839324","4825164","4822179","4812802","4804069","4820627","4725227",
"Grenada","GRD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3033932","3126854","3216794","3305692","3398602","3498632","3594957","3700953","3815764","3931637","4049896","4178949","4304559","4427079","4556541","4669990","4789180","4916731","5048980","5182354","5313966","5455904","6048463","5761601","5969909","6098206","6307693","6499051","6690059","6879134","6433528",
"Guam","GUM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65485","66909","68158","69308","70268","71220","71980","72673","73402","74081","74578","74874","75040","75164","75012","75015","75389","75583","75778","76058","76247","76579","76798","77071","77453","78016","78691","79524","80463","81292","80638",
"Guyana","GUY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283527","285821","288126","290167","288929","287045","285743","284013","281646","278664","275213","271865","268156","267519","267023","266833","269672","272576","275583","278775","282089","285075","288363","291847","295172","298279","301108","303981","306672","309036","291611",
"High income","HIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","492714602","498174961","501095102","503732138","508814046","513627920","518221431","523949783","527886293","533073188","538152480","541020452","544575490","548924494","553688459","560340517","567009158","573486404","580532163","583611005","586910553","588849811","594563499","598346929","602985063","607414155","613121281","618366262","623331298","628587432","622235412",
"Hong Kong SAR, China","HKG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2870844","2922001","2916924","2953550","3023445","3103915","3237265","3265640","3307859","3352418","3395033","3442592","3499049","3491620","3534627","3555654","3598123","3653858","3666619","3685255","3659197","3725097","3808817","3882599","3901539","3936097","3951392","3961426","3961533","3940634","3847646",
"Honduras","HND","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770427","1830014","1896861","1967047","2036811","2112790","2189680","2271086","2354451","2438232","2483269","2523585","2597178","2673867","2751575","2829199","2852114","2898688","3027426","3178786","3340844","3329667","3382395","3710174","3908154","4020719","4109457","4273419","4499901","4627393","4122938",
"Heavily indebted poor countries (HIPC)","HPC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138801195","142907240","147279127","151836399","156540554","161456636","166005020","170654865","175513939","180555358","185827629","191039560","196655408","202542982","208652823","214886523","220479736","226079464","231876587","237882389","244123496","250544632","256967850","264599464","272302819","280340385","289164218","298207802","308022190","317805080","318930773",
"Croatia","HRV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2223305","2174220","2109907","2109149","2120067","2091976","2054997","2035763","2024438","2007344","1981995","1898934","1872650","1884546","1935313","1935922","1921755","1936709","1941209","1937468","1913390","1875738","1855060","1834112","1885233","1887425","1828470","1821332","1794835","1788035","1772938",
"Haiti","HTI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2695470","2741370","2783821","2826008","2871276","2920517","2970537","3024268","3081340","3140497","3200330","3285931","3375156","3468177","3564194","3663181","3761161","3861174","3962674","4066987","4171084","4278357","4387298","4497080","4607433","4716760","4826157","4935063","5044199","5152876","4972660",
"Hungary","HUN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4505424","4512476","4529838","4385274","4256189","4183015","4079195","4011290","4066404","4139644","4160523","4147526","4150352","4221846","4202009","4273721","4304768","4287505","4259062","4258401","4299585","4316650","4369589","4403114","4527225","4617150","4685874","4714433","4732212","4750636","4728480",
"IBRD only","IBD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1551348733","1577996272","1608961506","1637351270","1670075236","1698061590","1726984696","1754438130","1781105214","1812494539","1842275941","1865129202","1891275356","1919908478","1951758513","1979772440","1998934960","2021280546","2038388857","2056180019","2069689569","2086290066","2104788571","2121983466","2137167433","2153784985","2168611486","2182958321","2196684204","2213427258","2144073803",
"IDA & IBRD total","IBT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1856086459","1891303232","1931259722","1968694902","2011487202","2048880666","2087769414","2125656699","2162658817","2204973432","2245830180","2279143035","2315800318","2355762987","2399112685","2438131077","2468060393","2501704401","2530417307","2560407781","2586932105","2616160749","2645116021","2673700525","2701813450","2733727895","2762571551","2795138259","2826300638","2860336268","2784538687",
"IDA total","IDA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304737726","313306960","322298216","331343632","341411966","350819075","360784718","371218568","381553603","392478893","403554239","414013832","424524961","435854510","447354172","458358637","469125433","480423855","492028449","504227762","517242536","529870683","540327450","551717059","564646017","579942910","593960065","612179939","629616434","646909010","640464885",
"IDA blend","IDB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93234648","95694268","98356708","100786254","103930220","106144028","109462909","113012852","116134242","119599207","123257960","126182688","129171987","132831252","136555661","139543900","143015127","147007949","150939861","155444870","160115553","164702323","167364027","170077837","174041023","179394576","183178648","188588311","194115801","200122072","197336452",
"Indonesia","IDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76019662","77540402","79955819","80985417","84657743","86837598","88974409","90461719","93520506","95875715","98570550","98977596","98795439","99698353","101661446","101406836","103518197","108975289","111341191","113074400","115646090","117856217","120696964","121498134","123120914","124657268","125957742","129202366","132584070","135802884","134615733",
"IDA only","IDX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211503078","217612692","223941508","230557378","237481746","244675048","251321809","258205716","265419362","272879687","280296279","287831144","295352974","303023258","310798511","318814737","326110306","333415906","341088589","348782893","357126983","365168360","372963424","381639221","390604994","400548334","410781416","423591628","435500633","446786938","443128433",
"Isle of Man","IMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316588179","323876938","331499591","339466975","347825713","355762844","363481578","371478395","379715287","388187385","396836575","406722314","416990123","427513791","438149349","449085798","451850215","454681303","457434576","460259998","462951189","463753798","464761442","469136973","473314433","477296183","481184542","484532665","487622021","494732705","471689092",
"Not classified","INX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431684","1460882","1448756","1484606","1520608","1545888","1593839","1643047","1730230","1807565","1868665","1906350","1951540","1996514","2046543","2161417","2244396","2327581","2348537","2309811","2273937","2252958","2245011","2263744","2267426","2283088","2321777","2344215","2385518","2429600","2421441",
"Iran, Islamic Rep.","IRN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14221797","14479443","14773977","15065547","15364088","15681584","16086199","16777766","17509046","18299624","19158638","20095760","21089194","22126720","23170991","24209911","24201527","24164868","23406695","24064903","24035524","24155492","24266666","24357605","24418455","25357015","26558441","27421069","27769381","28212249","26813681",
"Iraq","IRQ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3965931","4096546","4233334","4400986","4583987","4756500","4944684","5128691","5308467","5494339","5684366","5868161","6060125","6251654","6434563","6604401","6728910","6836818","6954046","7098055","7283181","7599634","7963674","8511015","9083658","9492499","9814443","9803742","10163568","10469142","10356910",
"Iceland","ISL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142088","144011","147816","147890","149440","155109","153707","153671","158872","164024","169243","171628","171169","172114","173092","174967","181720","187329","189969","187696","188670","187884","189218","193193","198705","203037","208267","210572","212896","215408","214154",
"Israel","ISR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1889118","2023799","2124521","2245874","2348309","2434321","2479910","2530681","2581480","2668669","2768157","2834925","2860781","2931500","3010835","3085530","3170975","3261728","3326750","3411485","3495104","3543276","3642686","3715106","3806532","3876859","3956081","4025082","4102566","4159779","4127508",
"Italy","ITA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23910157","24086215","23332081","23200481","23004809","22873532","22962080","22988174","23125172","23257745","23280458","23403760","23665701","23976861","24515472","24356055","24395026","24378951","24708566","24506452","24462578","24477992","25033694","25171797","25569875","25540324","25812533","25985393","26032169","26034548","25342725",
"Jamaica","JAM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1126071","1141845","1156752","1171510","1186295","1190792","1194456","1195786","1194373","1200497","1205206","1210488","1215419","1219819","1230098","1239068","1250649","1261560","1272800","1284589","1297002","1309760","1322327","1363025","1378856","1402304","1445339","1477032","1473383","1502858","1457340",
"Jordan","JOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777190","850855","916677","997892","1077762","1151270","1190715","1222452","1249469","1274564","1299796","1327780","1346871","1361865","1404997","1455959","1507626","1630982","1702118","1828704","1897304","1976035","2049780","2112618","2224970","2330983","2426282","2509467","2582605","2649637","2595844",
"Japan","JPN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63872457","65015249","65857536","66179845","66489696","66838892","67372483","67983533","68043308","67833638","67653961","67599934","67173003","67063140","66721957","66732912","66797642","67140153","67097475","66913175","66668694","66039729","65639408","65967827","66176723","66364640","66854063","67285070","68355058","68838956","68644444",
"Kazakhstan","KAZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7961244","8056030","8092124","8144575","8142132","8060135","7975335","7871985","7780055","7729119","7698699","7690521","7714111","7762577","7806603","7952004","8084175","8229094","8439503","8573098","8721578","8808570","8893427","8972219","9061237","9115881","9071275","9004270","9034737","9060001","8768143",
"Kenya","KEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8868998","9210304","9574242","9952036","10335808","10720068","11086539","11448645","11811409","12191558","12432852","12617404","12814409","13014341","13195479","13349642","14010033","14679131","15357745","16061292","16792529","17540848","18329670","19148793","19993820","20855980","21750139","22401921","23056079","23733383","23738797",
"Kyrgyz Republic","KGZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1589059","1641651","1712842","1773413","1856630","1904111","1926237","1939244","1983667","2025162","2058397","2085585","2136666","2174785","2218737","2311548","2381437","2396237","2404556","2411079","2447308","2489034","2496363","2476191","2507775","2545405","2548381","2530554","2526202","2565016","2430666",
"Cambodia","KHM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3944631","4064097","4171212","4278118","4459176","4600500","4743403","4943314","5172984","5422148","5594590","6182972","6353563","6474780","6547310","6765452","6996534","7223833","7457314","7689325","8133020","8375988","8326168","8238537","8401086","8528093","8909179","9049870","9185185","9319219","9163338",
"Kiribati","KIR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19181812","19699504","20088969","20352670","20903512","21397788","21800654","22336448","22026644","22327302","22819687","23201688","23654992","23677188","24165776","24304626","24542632","24794644","24941045","24932115","25273507","25696124","26094698","26415473","27165844","27578100","27823200","28136437","28303251","28541663","28319613",
"Kuwait","KWT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","870513","862323","","","","747956","761989","805828","867686","934543","987253","1017641","1040666","1054132","1082115","1125105","1183558","1258858","1352228","1469658","1592229","1705594","1827785","1957564","2081462","2192965","2265873","2336843","2386268","2428522","2386036",
"Latin America & Caribbean (excluding high income)","LAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161751515","166110207","171269864","176600317","181525090","186485733","189675531","196286591","201394074","206113645","210487281","215357068","220523954","225571667","231837933","237195520","242296730","246226429","250555967","256181070","258872156","261816159","268703120","272248033","275525880","280244329","284118291","289168907","294030849","299157569","277500673",
"Lao PDR","LAO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1929143","1978575","2029068","2079747","2129381","2180774","2223165","2268571","2315693","2364408","2414132","2469864","2524389","2580268","2640337","2705639","2780686","2858940","2939336","3020625","3101309","3182453","3265355","3347538","3427243","3503721","3577629","3649338","3719774","3793015","3828608",
"Lebanon","LBN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","766637","820665","877392","945413","1013155","1074358","1099514","1125575","1146427","1179223","1223597","1278604","1350220","1428563","1496085","1556549","1597995","1624065","1633405","1657121","1710046","1799765","1912409","2028806","2134116","2221023","2295445","2345842","2384032","2423714","2317665",
"Liberia","LBR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865215","852796","843182","839455","848548","874708","925458","991663","1072257","1150231","1214647","1258613","1288814","1318325","1344966","1380976","1428638","1485514","1548790","1613133","1674746","1730591","1783841","1835504","1889341","1944684","2049004","2106231","2165330","2226993","2193838",
"Libya","LBY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1110018","1151004","1196799","1246066","1296401","1346791","1391649","1436516","1482559","1531803","1585613","1640444","1700446","1763839","1828342","1892694","1949289","2003851","2054226","2101429","2144239","2174528","2198559","2219441","2238977","2260370","2296533","2337205","2380698","2422944","2389203",
"St. Lucia","LCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54671","56097","57282","58374","59447","60547","61788","63147","64633","66164","67710","69286","71447","73718","76135","78751","81655","84506","87225","89728","91952","94273","96416","98469","100442","102373","104128","105887","108503","108314","104794",
"Latin America & Caribbean","LCN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171041666","175625869","181043193","186619868","191773339","196985403","200418117","207270788","212578788","217454133","221909944","226924600","232204291","237501820","244049675","249695895","255083689","259297615","264022567","269770248","272634070","275853701","282915366","286630583","290086227","294959110","299013414","304274133","309372468","314694247","292096868",
"Least developed countries: UN classification","LDC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196090436","201681137","207471570","213529572","219862203","226491339","232654925","239070080","245791866","252729080","259661059","266902548","274083053","281439243","288932230","296640677","303608529","310563179","317737503","325165633","333048431","340948193","348655093","357054075","365832458","375677150","385797484","398591594","410134528","421024469","418151045",
"Low income","LIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117179285","120519224","124006121","127600935","131302744","135298996","138885150","142593944","146515119","150702110","155003669","159290748","163821362","168562578","173456044","178419550","182929616","187634348","192591473","197528475","202825885","208029324","213216212","218970212","224758347","231322227","238096329","245069382","252374924","259949025","260333700",
"Liechtenstein","LIE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7353456","7196481","7018066","7157977","7297405","7153160","7277063","7398677","7975716","7861810","7828789","7910072","7989204","8064863","8134560","8198712","8249251","8295378","8336283","8371081","8261380","8271580","8169734","8462300","8412181","8640062","8795093","8926926","8696194","8704381","8544846",
"Lower middle income","LMC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646374376","661912964","678101174","695003911","713666297","729797004","746443295","763821486","781771550","800266354","819034157","837709060","856775035","877239914","897953771","918541936","931084744","944327093","957048885","971268795","985479338","997513686","1006490010","1021110582","1034738507","1049153775","1062756149","1077858351","1092897359","1112765353","1077366850",
"Low & middle income","LMY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1832371592","1867634946","1907638469","1945196563","1988156929","2025812409","2065196004","2103214975","2140356754","2182768769","2223651623","2257158443","2295260531","2335603683","2378915288","2417953865","2447907455","2481707842","2510181216","2540176949","2566334180","2595645177","2624421624","2652990844","2680863395","2712981823","2741928943","2774217924","2805402893","2839509877","2764292074",
"Lesotho","LSO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","702709","725589","749437","774235","798629","822362","841895","860576","877576","891770","897608","899058","896561","891854","887255","884079","880436","879596","880835","883262","886436","890712","896166","902723","915273","927928","938315","950589","962687","974541","967758",
"Late-demographic dividend","LTE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","966773193","980184243","995269441","1010546575","1024567888","1038760555","1053389351","1066097355","1076468235","1092082113","1106578228","1114403967","1125729363","1137760109","1150341523","1162050686","1171100820","1180500014","1189251662","1197375437","1201534491","1209405537","1217974490","1223984723","1229040268","1234294668","1237145773","1240588242","1242529398","1242751181","1216101129",
"Lithuania","LTU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779902","1778785","1779408","1783631","1782782","1766697","1747422","1727509","1710203","1712547","1682305","1643848","1628825","1683889","1594160","1553512","1511924","1511458","1512452","1522349","1503719","1495237","1484453","1473060","1481195","1470210","1482426","1469058","1472733","1469927","1447160",
"Luxembourg","LUX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159998","165609","170063","170004","171646","167618","171282","173815","176489","181748","188742","189068","194909","194848","201402","207437","213169","215991","220430","234340","237895","243402","255169","263156","273714","282741","283578","293663","302757","313151","317841",
"Latvia","LVA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1266957","1253675","1250279","1233338","1207502","1188895","1175693","1171971","1147264","1120923","1090054","1090797","1115239","1096818","1098325","1093750","1119719","1135964","1150453","1106548","1063015","1035943","1041140","1020645","1006084","1008427","1006975","1003671","1000161","983777","978769",
