"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Macao SAR, China","MAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147055","152065","156987","160477","163971","172375","199366","201984","205481","210285","215691","225549","227506","231083","243986","258006","274856","295076","309298","320759","331692","342540","349829","359101","370802","376708","377736","380038","383792","384359","394426",
"St. Martin (French part)","MAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7485058","7671925","7903023","8122590","8278645","8549974","8698684","8955558","9162448","9405638","9633184","9840852","9979828","10269865","10499897","10654362","10781749","10952164","11106216","11315947","11518920","11722315","11761742","11856985","11840039","11815636","11780455","11742473","11914887","12084530","11523316",
"Monaco","MCO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1036733","1046331","1070745","1093214","1129877","1146304","1166357","1160193","1187974","1205458","1205154","1193492","1179498","1171288","1162910","1139254","1109921","1080264","1049141","1017232","996877","1013472","978306","996525","993101","1052863","1009773","982034","880485","929853","885334",
"Madagascar","MDG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5466659","5633087","5807977","5992931","6187592","6391414","6590951","6802152","7022501","7251953","7491550","7725949","7979403","8237010","8506279","8782566","9136183","9494923","9863416","10244690","10637892","10957661","11286696","11611874","11931231","12238656","12619481","13009260","13408268","13818213","13851030",
"Maldives","MDV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57942","59895","61951","64170","66555","69168","72608","76307","80363","84971","90256","95153","100776","106958","113403","119921","125966","132163","138889","146642","159678","175307","192855","212001","232099","244281","254835","270804","285620","297754","293992",
"Middle East & North Africa","MEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69327698","71505766","72897019","75327546","78035902","80805106","82794725","85140034","87476644","91001129","94029837","96758033","99604696","103352525","107125417","111024457","114074687","117756173","120129899","124278584","127987321","131063306","134315150","137758834","139898272","142713288","146078037","147957465","149566684","152425660","149089374",
"Mexico","MEX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29868954","30775439","31945253","33159564","33896427","34590851","35479563","37200555","37920497","38278823","38989194","39451527","39990355","41048906","42274651","43772750","45215866","46262332","47054558","48003205","48835135","49848253","51365736","52135929","52543344","53579107","54395102","55135551","56255845","57839044","53978620",
"Marshall Islands","MHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1715192307","1747115722","1783632349","1817595629","1856854185","1890513413","1926310853","1960621031","1993841635","2032066658","2068647954","2097867695","2131439170","2167041105","2205459244","2239534315","2264977838","2294073494","2317589743","2342648474","2363508296","2387615853","2411205412","2434020632","2456105048","2481659596","2503832614","2529148542","2553027969","2579560852","2503958374",
"North Macedonia","MKD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802707","806769","809789","813557","812840","813465","817498","818821","821868","825225","836697","847756","857670","870823","878553","886594","893490","907904","924518","936711","945690","948176","946062","959326","964035","960040","952052","957087","959882","966409","897288",
"Mali","MLI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3135355","3194165","3272771","3359809","3452829","3551752","3642054","3740140","3843394","3954577","4076717","4194409","4327020","4464960","4615141","4771760","4923686","5086982","5257010","5430322","5606099","5765383","5932948","6104256","6280112","6450274","6587690","6729913","6949203","7179725","7384689",
"Malta","MLT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136304","139897","141648","143274","144636","145785","148111","150078","152016","154088","156006","159292","160246","161252","158489","160881","163303","167380","169728","172299","176149","180330","186736","194975","202533","208235","215527","223541","236718","249860","252223",
"Myanmar","MMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19297029","19726949","20046460","20385117","20724120","21088985","21470967","21873609","22275803","22606068","22871646","23079227","23255098","23383076","23485942","23564742","23600716","23641927","23705067","23772454","23864811","24088509","24299026","24503842","24711689","24926256","24612933","24285893","24691853","24188087","22951393",
"Middle East & North Africa (excluding high income)","MNA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59434175","61228093","63086321","65137265","67501261","69208998","70977775","73049335","75061643","78164791","80568517","82792718","85087354","88107050","90991060","93812453","95580318","97755352","98541278","101082627","103090440","104771667","106632636","108865134","109902118","111568689","114114606","115373859","116465495","118579062","115213742",
"Montenegro","MNE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228724","231677","233950","235148","235905","235895","235200","235038","234143","234792","234186","234944","235803","236748","237054","237459","238296","239453","240882","241537","242460","242929","249988","250767","262644","268037","271031","271388","277006","282668","272085",
"Mongolia","MNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","738452","762440","787435","808004","824499","837947","858877","877356","896280","917090","941722","965581","990443","1015379","1037912","1062963","1086568","1108269","1130506","1153170","1171506","1210130","1215683","1243102","1268989","1287072","1278749","1306762","1334949","1405186","1422492",
"Northern Mariana Islands","MNP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5895345","6096865","6361546","6656392","6956489","7239004","7445492","7637052","7888941","8134919","8385476","8617793","8858971","9105920","9320342","9537649","9720447","9912592","10113187","10317476","10525099","10733461","10945394","11161617","11389879","11628997","11990203","12372018","12771938","13188547","13309807",
"Mauritania","MRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573036","588043","603648","618845","636338","651700","668439","688189","707029","726510","749317","765124","782328","800444","819340","838787","857862","878659","900122","922747","946001","969238","993590","1025110","1057649","1091206","1123926","1157887","1196746","1234266","1249908",
"Mauritius","MUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451129","459132","467006","473746","481704","487645","491541","498394","505533","513700","519719","525758","529542","532242","534583","544373","547146","545323","551787","557209","569301","566492","573745","588465","595863","603775","600960","608121","605789","606150","594282",
"Malawi","MWI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4049700","4118104","4153057","4161256","4181078","4214570","4271548","4356206","4458259","4569190","4682849","4778673","4880937","4991329","5110449","5239921","5382257","5533340","5693564","5865209","6049907","6241751","6451306","6673992","6887336","7106033","7333124","7562290","7798372","8040476","8204922",
"Malaysia","MYS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7085842","7297078","7507350","7715589","7930322","8153109","8395716","8655652","8982171","9263642","9538843","9801298","10062825","10339408","10623368","10923972","11178610","11444490","11635136","11983964","12267639","12826883","13338659","13944222","14286265","14617014","14858346","15155178","15523398","15780711","15904357",
"North America","NAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142612963","143449285","145578655","147065061","149688956","151727820","153763661","156459142","158458498","160715220","162928772","164159103","165480536","166493445","167764070","169766751","171838717","173493759","175595353","175831322","175824640","176036623","177896468","178229137","179103057","180282845","182441319","184423518","185824977","188026950","185900986",
"Namibia","NAM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","444388","458767","472826","487627","501954","508889","514410","520430","536826","553765","571211","587798","604639","621895","639609","657742","678891","699615","720208","741197","762912","782547","803617","860803","875289","885844","897022","904570","911467","934582","942938",
"New Caledonia","NCL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74352","77445","80859","84341","87685","90334","92735","94861","96963","98798","100608","102555","104650","106617","108494","110438","112998","115466","117962","120146","122309","124060","126138","128332","130477","132722","134845","136931","139007","141062","141001",
"Niger","NER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3273162","3378624","3494445","3620758","3754762","3895814","4030131","4172882","4319739","4477404","4642110","4793833","4958183","5133767","5319078","5508725","5688663","5883040","6088947","6312766","6547945","6788467","6861463","6917190","6948511","7225638","7502914","7799099","8108934","8435886","8749112",
"Nigeria","NGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32063705","32867042","33665896","34567538","35509738","36476500","37359836","38306243","39308944","40378166","41439753","42444295","43376698","44463287","45568177","46768187","47945348","49185878","50482323","51791903","53143750","54535980","53686192","52794893","53696550","54557232","55285984","57856178","60517072","63226718","62242745",
"Nicaragua","NIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360337","1404455","1439574","1475091","1512713","1551777","1614866","1680107","1747249","1813974","1888618","1946510","2002397","2057742","2112918","2168591","2226981","2295741","2365114","2433946","2501799","2571031","2640115","2708602","2775819","2834686","2894847","2953743","3007343","3060595","3028028",
"Netherlands","NLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6912145","7021410","7111980","7183773","7304705","7374358","7471237","7668302","7811143","7963024","8159405","8307658","8443411","8481867","8539309","8387242","8433281","8607164","8767595","8853313","8829489","8849590","8961064","8987420","8966341","9034853","9051471","9110883","9228664","9374012","9354663",
"Norway","NOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2149570","2136831","2144381","2146121","2171444","2216096","2268586","2329887","2375965","2380738","2405139","2416453","2438370","2408488","2422629","2431748","2466274","2523507","2599068","2598938","2607569","2626211","2671168","2697989","2722791","2762116","2769635","2763116","2799958","2829759","2842995",
"Nepal","NPL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9369466","9626480","9915284","10226379","10549179","10870894","11137028","11395768","11647638","11899222","12125248","12350230","12573403","12791480","13005420","13213347","13474862","13718573","13936975","14147578","14324204","14402110","14458018","14519474","14616416","14769170","15148975","15593131","16089569","16612856","16016973",
"Nauru","NRU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1621426","1702785","1709691","1727992","1773527","1816916","1868492","1888350","1894205","1909785","1928975","1966107","2027956","2065767","2121367","2178496","2230155","2265541","2286669","2302464","2324737","2353326","2362367","2393523","2468222","2520970","2620843","2708657","2756619","2787494","2811098",
"OECD members","OED","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515298907","521775044","526599760","529326782","536284453","541170003","547091302","554298804","559436775","565105460","569825360","573615030","578805672","584077129","588869102","596592933","602972289","609238092","616598297","621119950","624954828","628193075","634858658","639330131","644320662","650209474","657454559","664189209","670991669","677687946","665312241",
"Oman","OMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558499","605500","657752","712884","764672","806936","805381","796794","788228","785038","786265","801577","828911","865691","903574","946865","1008263","1080037","1166140","1272484","1402178","1562426","1751254","1955980","2159716","2349281","2483035","2567375","2590638","2680158","2677983",
"Other small states","OSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6609776","6757934","6894401","7023272","7160495","7294229","7410633","7551386","7703681","7877960","8049095","8234841","8410183","8650546","8889636","9177025","9552341","9964810","10418394","10863083","11254630","11616649","11987274","12402321","12743024","13099231","13398772","13725237","14061510","14393810","14420145",
"Pakistan","PAK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31101125","31862502","32677407","33217067","34393806","34623037","36115365","37758399","38979871","40512709","42189250","43335073","44602004","46385762","48262403","49363774","50433632","51945099","53495402","55582917","57628026","59218227","61250812","63322046","64831970","67750895","69173463","70596730","72035348","73855151","72335052",
"Panama","PAN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","929088","959718","1003847","1048933","1084221","1133047","1163883","1194575","1227132","1259522","1297256","1334335","1372892","1412117","1455625","1495522","1508684","1554945","1627029","1635462","1639798","1641809","1727009","1787720","1813500","1858187","1910910","1937213","2029893","2092546","1985363",
"Peru","PER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7823509","8048548","8432847","8824279","9223965","9749467","10286159","10841381","11249711","11713687","11692074","12499020","13077928","13429474","13974994","13759134","14527741","15183487","15399984","15692700","16046723","16167036","16369958","16498669","16586663","16615221","17008000","17847716","18411994","18920060","16182362",
"Philippines","PHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22746359","23485491","24248385","24966273","25632679","26347807","27007918","27708749","28535049","29254195","29997562","30709972","31395611","31892849","32728948","33627927","34562187","35435879","36364918","37591308","38574077","39896839","40486053","41186689","42520249","43017635","43917395","43008543","43868305","45122824","43719197",
"Palau","PLW","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1951899","1994171","2027641","2052063","2102500","2177618","2226634","2306975","2389130","2456892","2535848","2521826","2502095","2476525","2446619","2412805","2375659","2334505","2287924","2235477","2177179","2236421","2289075","2344648","2377920","2420755","2476427","2534825","2606721","2661622","2710581",
"Poland","POL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17510468","17696967","17758832","17715805","17574710","17392459","17333994","17195607","17231913","17165571","17320797","17574130","17378966","17299224","17266917","17529693","17325512","17329145","17563323","17831377","18036275","18103432","18227655","18269724","18388510","18315209","18378290","18444329","18390676","18318734","18187076",
"Pre-demographic dividend","PRE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152705741","157168372","161931951","167028749","172243139","177476009","182254647","187115398","192211558","197577668","203048194","208431195","214110692","220197577","226480301","232916349","239299994","245732945","252210663","258891498","265816399","273157873","278395186","284452476","292473441","301145001","310009154","320188658","331374564","342860673","344295566",
"Puerto Rico","PRI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148858","1186579","1198528","1254765","1259718","1264708","1309962","1354339","1368653","1378261","1349980","1366497","1381424","1388208","1389152","1404091","1411470","1387519","1356507","1336418","1317697","1287965","1257549","1227653","1191204","1153329","1136013","1111207","1067068","1064401","1009583",
"Korea, Dem. People's Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12006624","12326418","12601278","12815967","13010262","13217109","13375154","13550634","13713114","13847506","13991190","14131180","14268829","14401238","14536304","14672653","14805511","14951008","15091387","15244412","15390619","15541979","15676656","15806536","15937808","16081926","16191402","16330739","16471639","16567358","16371296",
"Portugal","PRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4757982","4886531","4750057","4767854","4812558","4820358","4882786","4978116","5127648","5183785","5252469","5358185","5444628","5469569","5451962","5505954","5532331","5553304","5547732","5492080","5489663","5431231","5388428","5296912","5240929","5216570","5203952","5248383","5267812","5288733","5164460",
"Paraguay","PRY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1706004","1756693","1805154","1860615","1918882","1975337","2033045","2092286","2153046","2216052","2281458","2346261","2413811","2443589","2634757","2662794","2640528","2745503","2804499","2916827","2892082","2964087","3164914","3187574","3175766","3240373","3337982","3406587","3534862","3625050","3563080",
"West Bank and Gaza","PSE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","418165","436722","455271","476201","499120","521512","547270","568917","580117","595352","622277","584407","591293","658665","671885","702777","727526","777108","793161","824065","862798","923030","962609","997690","1038963","1120656","1150558","1189979","1214011","1275969","1265137",
"Pacific island small states","PSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","543786","556789","568554","582360","595558","608289","619106","629394","639245","649071","659406","675037","689578","702354","715591","729287","746806","765308","784723","806111","825410","841691","845945","849359","852325","859529","868890","881733","896147","912173","917255",
"Post-demographic dividend","PST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466206110","470654190","473675951","475770855","480621487","484298902","488322065","492925944","495728946","499636112","503949492","505744464","509612743","513040505","516427652","521429431","526336003","531002567","535883872","537110174","537939076","538111393","541693140","544132363","546618049","549704975","554082443","558078598","562012222","566104738","559629673",
"French Polynesia","PYF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76073","77670","79562","81588","83598","85696","88243","90426","92495","94536","96569","98509","100541","102392","104077","105565","107039","108277","109789","111144","112327","113512","114655","115486","116012","116218","116833","117080","117146","117304","115605",
"Qatar","QAT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276216","283512","287352","291638","295522","299965","304362","308119","316289","327111","339026","357457","377996","409958","460792","543760","674472","843576","1033282","1227582","1413345","1536263","1651717","1758736","1859063","1952291","2004463","2046231","2085150","2124260","2146646",
"Romania","ROU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12155989","12192063","12265528","12293407","12304758","12279832","11923591","11976446","11812222","11821353","11759446","11398822","10266956","9965958","9905676","9603716","9752730","9570877","9347339","9224754","9368822","9179951","9226931","9184433","9210744","9114394","8951574","9108635","9054388","9013829","8950055",
"Russian Federation","RUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75880004","75746987","75761461","73935343","71995898","71660096","70897545","69592688","68860327","72934202","73312709","72007910","72965301","72845412","73570472","74140578","74432744","75462934","76004239","76014195","75880787","76029232","75820112","75450406","75248204","75016902","74937521","74182815","73825997","72674672","72040920",
"Rwanda","RWA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3360296","3300164","3171439","3028914","2945592","2939308","3021103","3196111","3413953","3617951","3782150","3933745","4045335","4135564","4224951","4325673","4440286","4563107","4691968","4824224","4958770","5089201","5226219","5368372","5512958","5668124","5836808","6008195","6179072","6354573","6296285",
"South Asia","SAS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402302424","411720221","421648386","432064657","443554184","453391535","464330632","475677061","487300959","498822396","510786322","523558859","536918678","551081355","565413238","579189491","584486907","590188804","595800123","602039453","607991975","611862751","616318723","624652331","631955245","640816258","648184817","657691454","664258515","675447767","647141741",
"Saudi Arabia","SAU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5028453","5154221","5306552","5410113","5500555","5584938","5668144","5765116","5878025","6025823","6358516","6571826","6850758","7198759","7571125","7953101","8298907","8645080","8980041","9320116","9882980","10563687","11306004","11980361","12556264","13187031","13607874","13838780","14019589","14387604","14455502",
"Sudan","SDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5477536","5738579","6021380","6315958","6614822","6911166","7151382","7321939","7488130","7657610","7835716","8025490","8225268","8429752","8636672","8840518","9018260","9189453","9360818","9539900","9730104","9953716","10198529","10475765","10772723","11075686","11384739","11707529","12061095","12434007","12385472",
"Senegal","SEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2146648","2211290","2279289","2348479","2419080","2484856","2545817","2605797","2663160","2722538","2787758","2856191","2932758","3007438","3086416","3168692","3257567","3311141","3364691","3419518","3474417","3529082","3584979","3643784","3702752","3762684","3878098","3996440","4122275","4252308","4255232",
"Singapore","SGP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500047","1559686","1621481","1676965","1746807","1819602","1910336","1993115","2071237","2106359","2161331","2229754","2228266","2202865","2238476","2317666","2432403","2582913","2790730","2903227","3005326","3090172","3207408","3272484","3363937","3451804","3496341","3497085","3493603","3525665","3511945",
"Solomon Islands","SLB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141712","146466","151136","156736","162080","167578","173544","179992","186302","192985","201273","208583","215334","221279","227366","233441","239198","244930","250724","257952","264085","270233","277485","285152","293212","301541","309640","318217","327092","336211","345380",
"Sierra Leone","SLE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1553356","1557653","1562271","1551883","1543934","1544022","1543547","1553175","1569253","1599463","1640705","1705300","1773279","1856593","1989004","2048940","2090913","2125709","2156093","2185722","2217903","2246034","2276957","2309334","2342287","2424127","2485138","2549250","2615236","2681081","2717389",
"El Salvador","SLV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1922048","1969966","2018651","2091115","2158814","2170862","2152488","2174340","2269073","2286207","2291668","2298090","2302609","2384405","2359487","2404448","2457636","2511381","2539621","2568058","2533393","2562008","2628802","2684335","2666332","2665791","2729501","2743375","2757136","2790599","2496192",
"San Marino","SMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2047342","2045886","2044319","2043375","2055486","2072248","2100493","2145866","2200658","2261085","2325435","2378778","2440900","2509293","2580796","2653990","2712492","2769756","2830020","2898324","2977339","3050432","3138121","3236179","3340680","3450716","3568271","3689929","3817307","3953140","4065050",
"Serbia","SRB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3411156","3477496","3536654","3567158","3580447","3509809","3489091","3456544","3435260","3470671","3433613","3404135","3382750","3365515","3336760","3317483","3294831","3290084","3237792","3141208","3064360","3048420","3068094","3111458","3122788","3096774","3191848","3219038","3242002","3240312","3168403",
"Sub-Saharan Africa (excluding high income)","SSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194241000","199744200","205507083","211537181","217770113","224287564","230395987","236747933","243371898","250235185","257307622","264022365","270984331","278366753","285996727","293832842","301722975","309838963","318114502","325995559","334123876","343150588","350231563","358097495","367637411","378423927","389127174","401732942","414706742","428194415","427872537",
"South Sudan","SSD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2270066","2235518","2186873","2138854","2108580","2107866","2148420","2224532","2325371","2435390","2544254","2643067","2741739","2845998","2963672","3099748","3254104","3424390","3601195","3774340","3935492","4072130","4194850","4302838","4396432","4476852","4536023","4580950","4621387","4671394","4581139",
"Sub-Saharan Africa","SSF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194692129","200203331","205974089","212010926","218251817","224775210","230887528","237246328","243877431","250748884","257827341","264548123","271513873","278898996","286531310","294377214","302270121","310384286","318666289","326552768","334693178","343717080","350805308","358685960","368233274","379027702","389728134","402341062","415312530","428800565","428466819",
"Small states","SST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9576297","9776385","9964251","10143834","10335340","10511152","10666009","10839633","11021664","11230406","11434510","11661604","11877531","12169247","12467141","12810794","13239330","13702768","14209105","14701097","15134851","15539194","15955144","16439802","16821663","17224103","17594507","17981260","18345473","18736548","18632802",
"Sao Tome and Principe","STP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34861","35742","36521","37267","38021","38834","39637","40519","41499","42561","43677","44749","45861","46984","48213","49544","51511","53685","55869","58014","59930","61478","62843","64051","65195","66408","67726","69064","70450","71876","70639",
"Suriname","SUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129831","133292","136287","138855","141478","144097","147013","150054","153140","156324","159722","162545","165407","168437","171615","174779","178208","181828","185525","189188","192862","196485","199922","203227","206401","209333","211735","214449","217128","219507","207733",
"Slovak Republic","SVK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2591694","2630450","2573326","2520189","2457271","2481237","2515992","2517218","2525045","2551704","2585035","2633108","2623926","2658274","2674080","2662165","2653642","2650409","2681978","2672080","2683556","2686049","2710897","2718461","2724189","2739823","2763962","2762066","2754062","2749141","2720894",
"Slovenia","SVN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934551","935317","935667","935384","936560","939547","943667","960251","979293","965264","961234","969858","983737","963181","1010627","1019024","1025737","1040308","1036323","1043550","1043795","1022938","1017670","1012930","1017369","1010882","998363","1029046","1037500","1028117","1016774",
"Sweden","SWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4743057","4726207","4634624","4533119","4510721","4563353","4556818","4529500","4518355","4544404","4514130","4561650","4578307","4604216","4617014","4688853","4750286","4824500","4891961","4908471","4943074","5001509","5036384","5100683","5143977","5186870","5252218","5337330","5399893","5455406","5469618",
"Eswatini","SWZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221626","230237","238120","245639","253184","260636","266745","273153","279491","285276","290520","295768","299577","302521","304974","306985","310224","313593","317181","320582","323608","327375","331426","335931","340742","345266","353016","360329","367331","374304","369244",
